===> Epoch 1 Complete: Avg. Loss: 0.0581
===> Processing image: 30 || Timer: 0.0793 sec. || PSNR: 22.5966 dB
===> Processing image: 31 || Timer: 0.0782 sec. || PSNR: 21.7479 dB
===> Processing image: 32 || Timer: 0.0793 sec. || PSNR: 21.7570 dB
===> Processing image: 33 || Timer: 0.0893 sec. || PSNR: 21.0233 dB
===> Processing image: 34 || Timer: 0.0792 sec. || PSNR: 20.9908 dB
===> Processing image: 35 || Timer: 0.0783 sec. || PSNR: 21.7116 dB
===> Processing image: 36 || Timer: 0.0785 sec. || PSNR: 23.0967 dB
===> Processing image: 37 || Timer: 0.0849 sec. || PSNR: 21.8732 dB
===> Processing image: 38 || Timer: 0.0815 sec. || PSNR: 24.2781 dB
===> Processing image: 39 || Timer: 0.0797 sec. || PSNR: 22.2270 dB
===> Processing image: 40 || Timer: 0.0803 sec. || PSNR: 29.5690 dB
===> Processing image: 41 || Timer: 0.0851 sec. || PSNR: 24.3733 dB
===> Processing image: 42 || Timer: 0.0813 sec. || PSNR: 22.0974 dB
===> Processing image: 43 || Timer: 0.0784 sec. || PSNR: 23.7911 dB
===> Processing image: 44 || Timer: 0.0783 sec. || PSNR: 27.7176 dB
===> Processing image: 45 || Timer: 0.0835 sec. || PSNR: 27.1460 dB
===> Processing image: 46 || Timer: 0.0834 sec. || PSNR: 30.5940 dB
===> Processing image: 47 || Timer: 0.0788 sec. || PSNR: 29.7637 dB
===> Processing image: 48 || Timer: 0.0788 sec. || PSNR: 26.9044 dB
===> Processing image: 49 || Timer: 0.0795 sec. || PSNR: 26.6989 dB
===> Processing image: 50 || Timer: 0.0797 sec. || PSNR: 28.7977 dB
===> Processing image: 51 || Timer: 0.0803 sec. || PSNR: 32.0955 dB
===> Processing image: 52 || Timer: 0.0786 sec. || PSNR: 28.2184 dB
===> Processing image: 53 || Timer: 0.0784 sec. || PSNR: 28.9072 dB
===> Processing image: 54 || Timer: 0.0863 sec. || PSNR: 27.3331 dB
===> Processing image: 55 || Timer: 0.0795 sec. || PSNR: 29.9146 dB
===> Processing image: 56 || Timer: 0.0783 sec. || PSNR: 28.6915 dB
===> Processing image: 57 || Timer: 0.0792 sec. || PSNR: 29.4806 dB
===> Processing image: 58 || Timer: 0.0930 sec. || PSNR: 30.1408 dB
===> Processing image: 59 || Timer: 0.0800 sec. || PSNR: 29.4490 dB
===> Processing image: 60 || Timer: 0.0785 sec. || PSNR: 29.4359 dB
===> Processing image: 61 || Timer: 0.0791 sec. || PSNR: 23.5388 dB
===> Processing image: 62 || Timer: 0.0846 sec. || PSNR: 31.3638 dB
===> Processing image: 63 || Timer: 0.0808 sec. || PSNR: 29.4236 dB
===> Processing image: 64 || Timer: 0.0791 sec. || PSNR: 23.8872 dB
===> Processing image: 65 || Timer: 0.0807 sec. || PSNR: 27.3687 dB
===> Processing image: 66 || Timer: 0.0859 sec. || PSNR: 29.1271 dB
===> Processing image: 67 || Timer: 0.0807 sec. || PSNR: 29.1746 dB
===> Processing image: 68 || Timer: 0.0794 sec. || PSNR: 29.0162 dB
===> Processing image: 69 || Timer: 0.0782 sec. || PSNR: 30.3177 dB
===> Processing image: 70 || Timer: 0.0806 sec. || PSNR: 27.9200 dB
===> Processing image: 71 || Timer: 0.0795 sec. || PSNR: 27.9890 dB
===> Processing image: 72 || Timer: 0.0793 sec. || PSNR: 29.7651 dB
===> Processing image: 73 || Timer: 0.0791 sec. || PSNR: 21.7234 dB
===> Processing image: 74 || Timer: 0.0783 sec. || PSNR: 21.4698 dB
===> Processing image: 75 || Timer: 0.0844 sec. || PSNR: 19.4410 dB
===> Processing image: 76 || Timer: 0.0800 sec. || PSNR: 23.9982 dB
===> Processing image: 77 || Timer: 0.0780 sec. || PSNR: 22.0707 dB
===> Processing image: 78 || Timer: 0.0791 sec. || PSNR: 24.1763 dB
===> Processing image: 79 || Timer: 0.0857 sec. || PSNR: 22.5876 dB
===> Processing image: 80 || Timer: 0.0800 sec. || PSNR: 23.6410 dB
===> Processing image: 81 || Timer: 0.0804 sec. || PSNR: 26.0228 dB
===> Processing image: 82 || Timer: 0.0792 sec. || PSNR: 27.3169 dB
===> Processing image: 83 || Timer: 0.0850 sec. || PSNR: 22.4754 dB
===> Processing image: 84 || Timer: 0.0789 sec. || PSNR: 30.4104 dB
===> Processing image: 85 || Timer: 0.0793 sec. || PSNR: 27.6965 dB
===> Processing image: 86 || Timer: 0.0794 sec. || PSNR: 34.1590 dB
===> Processing image: 87 || Timer: 0.0860 sec. || PSNR: 27.6149 dB
===> Processing image: 88 || Timer: 0.0791 sec. || PSNR: 23.0664 dB
===> Processing image: 89 || Timer: 0.0792 sec. || PSNR: 23.2581 dB
===> Processing image: 90 || Timer: 0.0825 sec. || PSNR: 24.0546 dB
===> Processing image: 91 || Timer: 0.0829 sec. || PSNR: 24.6610 dB
===> Processing image: 92 || Timer: 0.0793 sec. || PSNR: 21.1747 dB
===> Processing image: 93 || Timer: 0.0794 sec. || PSNR: 22.6834 dB
===> Processing image: 94 || Timer: 0.0792 sec. || PSNR: 22.9960 dB
===> Processing image: 95 || Timer: 0.0798 sec. || PSNR: 23.3728 dB
===> Processing image: 96 || Timer: 0.0795 sec. || PSNR: 22.2996 dB
===> Processing image: 97 || Timer: 0.0830 sec. || PSNR: 23.5282 dB
===> Processing image: 98 || Timer: 0.0801 sec. || PSNR: 21.3686 dB
===> Processing image: 99 || Timer: 0.0817 sec. || PSNR: 23.1176 dB
===> Processing image: 100 || Timer: 0.0801 sec. || PSNR: 23.4467 dB
===> Epoch 58 Complete: Avg. PSNR: 25.6498 Best Epoch 52 Best PSNR: 25.7252
===> Epoch 59 Complete: Avg. Loss: 0.0307
===> Processing image: 1 || Timer: 0.0883 sec. || PSNR: 24.5974 dB
===> Processing image: 2 || Timer: 0.0792 sec. || PSNR: 25.9785 dB
===> Processing image: 3 || Timer: 0.0793 sec. || PSNR: 31.2687 dB
===> Processing image: 4 || Timer: 0.0859 sec. || PSNR: 21.9780 dB
===> Processing image: 5 || Timer: 0.0809 sec. || PSNR: 24.1334 dB
===> Processing image: 6 || Timer: 0.0816 sec. || PSNR: 27.3897 dB
===> Processing image: 7 || Timer: 0.0798 sec. || PSNR: 25.2998 dB
===> Processing image: 8 || Timer: 0.0847 sec. || PSNR: 26.2892 dB
===> Processing image: 9 || Timer: 0.0802 sec. || PSNR: 26.5699 dB
===> Processing image: 10 || Timer: 0.0796 sec. || PSNR: 23.7603 dB
===> Processing image: 11 || Timer: 0.0787 sec. || PSNR: 22.6320 dB
===> Processing image: 12 || Timer: 0.0830 sec. || PSNR: 23.8071 dB
===> Processing image: 13 || Timer: 0.0836 sec. || PSNR: 24.6689 dB
===> Processing image: 14 || Timer: 0.0789 sec. || PSNR: 23.3441 dB
===> Processing image: 15 || Timer: 0.0794 sec. || PSNR: 19.5239 dB
===> Processing image: 16 || Timer: 0.0784 sec. || PSNR: 26.3425 dB
===> Processing image: 17 || Timer: 0.0810 sec. || PSNR: 23.7367 dB
===> Processing image: 18 || Timer: 0.0805 sec. || PSNR: 19.9867 dB
===> Processing image: 19 || Timer: 0.0782 sec. || PSNR: 22.5808 dB
===> Processing image: 20 || Timer: 0.0794 sec. || PSNR: 26.5405 dB
===> Processing image: 21 || Timer: 0.0878 sec. || PSNR: 27.1927 dB
===> Processing image: 22 || Timer: 0.0785 sec. || PSNR: 28.4933 dB
===> Processing image: 23 || Timer: 0.0805 sec. || PSNR: 29.1298 dB
===> Processing image: 24 || Timer: 0.0791 sec. || PSNR: 26.2943 dB
===> Processing image: 25 || Timer: 0.0857 sec. || PSNR: 23.2392 dB
===> Processing image: 26 || Timer: 0.0801 sec. || PSNR: 30.9819 dB
===> Processing image: 27 || Timer: 0.0796 sec. || PSNR: 23.2088 dB
===> Processing image: 28 || Timer: 0.0813 sec. || PSNR: 30.9892 dB
===> Processing image: 29 || Timer: 0.0882 sec. || PSNR: 30.5469 dB
===> Processing image: 30 || Timer: 0.0804 sec. || PSNR: 22.6313 dB
===> Processing image: 31 || Timer: 0.0799 sec. || PSNR: 21.7573 dB
===> Processing image: 32 || Timer: 0.0810 sec. || PSNR: 21.7645 dB
===> Processing image: 33 || Timer: 0.0808 sec. || PSNR: 21.0327 dB
===> Processing image: 34 || Timer: 0.0820 sec. || PSNR: 20.9850 dB
===> Processing image: 35 || Timer: 0.0794 sec. || PSNR: 21.7168 dB
===> Processing image: 36 || Timer: 0.0786 sec. || PSNR: 23.1072 dB
===> Processing image: 37 || Timer: 0.0797 sec. || PSNR: 21.8625 dB
===> Processing image: 38 || Timer: 0.0879 sec. || PSNR: 24.2286 dB
===> Processing image: 39 || Timer: 0.0794 sec. || PSNR: 22.3079 dB
===> Processing image: 40 || Timer: 0.0786 sec. || PSNR: 29.3900 dB
===> Processing image: 41 || Timer: 0.0800 sec. || PSNR: 24.3660 dB
===> Processing image: 42 || Timer: 0.0866 sec. || PSNR: 22.0596 dB
===> Processing image: 43 || Timer: 0.0794 sec. || PSNR: 23.7853 dB
===> Processing image: 44 || Timer: 0.0793 sec. || PSNR: 27.6226 dB
===> Processing image: 45 || Timer: 0.0902 sec. || PSNR: 27.0430 dB
===> Processing image: 46 || Timer: 0.0994 sec. || PSNR: 30.4066 dB
===> Processing image: 47 || Timer: 0.0843 sec. || PSNR: 29.6371 dB
===> Processing image: 48 || Timer: 0.0850 sec. || PSNR: 26.7923 dB
===> Processing image: 49 || Timer: 0.0851 sec. || PSNR: 26.6523 dB
===> Processing image: 50 || Timer: 0.0902 sec. || PSNR: 28.7321 dB
===> Processing image: 51 || Timer: 0.0796 sec. || PSNR: 31.9087 dB
===> Processing image: 52 || Timer: 0.1057 sec. || PSNR: 28.1028 dB
===> Processing image: 53 || Timer: 0.0858 sec. || PSNR: 28.8854 dB
===> Processing image: 54 || Timer: 0.0869 sec. || PSNR: 27.2498 dB
===> Processing image: 55 || Timer: 0.0811 sec. || PSNR: 29.8073 dB
===> Processing image: 56 || Timer: 0.0792 sec. || PSNR: 28.5973 dB
===> Processing image: 57 || Timer: 0.0807 sec. || PSNR: 29.3785 dB
===> Processing image: 58 || Timer: 0.0806 sec. || PSNR: 30.0269 dB
===> Processing image: 59 || Timer: 0.0816 sec. || PSNR: 29.3398 dB
===> Processing image: 60 || Timer: 0.0795 sec. || PSNR: 29.3231 dB
===> Processing image: 61 || Timer: 0.0795 sec. || PSNR: 23.5179 dB
===> Processing image: 62 || Timer: 0.0855 sec. || PSNR: 31.2060 dB
===> Processing image: 63 || Timer: 0.0852 sec. || PSNR: 29.2568 dB
===> Processing image: 64 || Timer: 0.0792 sec. || PSNR: 23.8945 dB
===> Processing image: 65 || Timer: 0.0821 sec. || PSNR: 27.3369 dB
===> Processing image: 66 || Timer: 0.0826 sec. || PSNR: 29.0905 dB
===> Processing image: 67 || Timer: 0.0854 sec. || PSNR: 29.0713 dB
===> Processing image: 68 || Timer: 0.0789 sec. || PSNR: 28.9425 dB
===> Processing image: 69 || Timer: 0.0793 sec. || PSNR: 30.2501 dB
===> Processing image: 70 || Timer: 0.0793 sec. || PSNR: 27.9323 dB
===> Processing image: 71 || Timer: 0.0858 sec. || PSNR: 27.9843 dB
===> Processing image: 72 || Timer: 0.0794 sec. || PSNR: 29.6719 dB
===> Processing image: 73 || Timer: 0.0799 sec. || PSNR: 21.7025 dB
===> Processing image: 74 || Timer: 0.0800 sec. || PSNR: 21.4824 dB
===> Processing image: 75 || Timer: 0.0843 sec. || PSNR: 19.4469 dB
===> Processing image: 76 || Timer: 0.0806 sec. || PSNR: 24.0170 dB
===> Processing image: 77 || Timer: 0.0820 sec. || PSNR: 22.0754 dB
===> Processing image: 78 || Timer: 0.0819 sec. || PSNR: 24.1756 dB
===> Processing image: 79 || Timer: 0.0881 sec. || PSNR: 22.5923 dB
===> Processing image: 80 || Timer: 0.0795 sec. || PSNR: 23.6404 dB
===> Processing image: 81 || Timer: 0.0843 sec. || PSNR: 26.0258 dB
===> Processing image: 82 || Timer: 0.0807 sec. || PSNR: 27.2813 dB
===> Processing image: 83 || Timer: 0.0852 sec. || PSNR: 22.4704 dB
===> Processing image: 84 || Timer: 0.0888 sec. || PSNR: 30.1870 dB
===> Processing image: 85 || Timer: 0.0874 sec. || PSNR: 27.5447 dB
===> Processing image: 86 || Timer: 0.0796 sec. || PSNR: 33.9554 dB
===> Processing image: 87 || Timer: 0.0803 sec. || PSNR: 27.6914 dB
===> Processing image: 88 || Timer: 0.0796 sec. || PSNR: 23.0117 dB
===> Processing image: 89 || Timer: 0.0798 sec. || PSNR: 23.2157 dB
===> Processing image: 90 || Timer: 0.0793 sec. || PSNR: 24.0975 dB
===> Processing image: 91 || Timer: 0.0807 sec. || PSNR: 24.6441 dB
===> Processing image: 92 || Timer: 0.0805 sec. || PSNR: 21.2642 dB
===> Processing image: 93 || Timer: 0.0805 sec. || PSNR: 22.7375 dB
===> Processing image: 94 || Timer: 0.0816 sec. || PSNR: 23.0005 dB
===> Processing image: 95 || Timer: 0.0794 sec. || PSNR: 23.3254 dB
===> Processing image: 96 || Timer: 0.0793 sec. || PSNR: 22.3489 dB
===> Processing image: 97 || Timer: 0.0824 sec. || PSNR: 23.5556 dB
===> Processing image: 98 || Timer: 0.0792 sec. || PSNR: 21.5214 dB
===> Processing image: 99 || Timer: 0.0794 sec. || PSNR: 23.1065 dB
===> Processing image: 100 || Timer: 0.0853 sec. || PSNR: 23.4261 dB
===> Epoch 59 Complete: Avg. PSNR: 25.6270 Best Epoch 52 Best PSNR: 25.7252
===> Epoch 60 Complete: Avg. Loss: 0.0313
===> Processing image: 1 || Timer: 0.0949 sec. || PSNR: 24.4616 dB
===> Processing image: 2 || Timer: 0.0841 sec. || PSNR: 25.9233 dB
===> Processing image: 3 || Timer: 0.0815 sec. || PSNR: 31.1441 dB
===> Processing image: 4 || Timer: 0.0844 sec. || PSNR: 22.0439 dB
===> Processing image: 5 || Timer: 0.0966 sec. || PSNR: 24.1099 dB
===> Processing image: 6 || Timer: 0.0850 sec. || PSNR: 27.2597 dB
===> Processing image: 7 || Timer: 0.0827 sec. || PSNR: 25.2686 dB
===> Processing image: 8 || Timer: 0.0842 sec. || PSNR: 26.1158 dB
===> Processing image: 9 || Timer: 0.0927 sec. || PSNR: 26.2828 dB
===> Processing image: 10 || Timer: 0.0840 sec. || PSNR: 23.6866 dB
===> Processing image: 11 || Timer: 0.0802 sec. || PSNR: 22.6168 dB
===> Processing image: 12 || Timer: 0.0847 sec. || PSNR: 23.7174 dB
===> Processing image: 13 || Timer: 0.0914 sec. || PSNR: 24.6437 dB
===> Processing image: 14 || Timer: 0.0920 sec. || PSNR: 23.4022 dB
===> Processing image: 15 || Timer: 0.0803 sec. || PSNR: 19.5079 dB
===> Processing image: 16 || Timer: 0.0794 sec. || PSNR: 26.1493 dB
===> Processing image: 17 || Timer: 0.0791 sec. || PSNR: 23.6638 dB
===> Processing image: 18 || Timer: 0.0877 sec. || PSNR: 19.8727 dB
===> Processing image: 19 || Timer: 0.0802 sec. || PSNR: 22.6666 dB
===> Processing image: 20 || Timer: 0.0802 sec. || PSNR: 26.2474 dB
===> Processing image: 21 || Timer: 0.0838 sec. || PSNR: 27.2329 dB
===> Processing image: 22 || Timer: 0.0915 sec. || PSNR: 28.5416 dB
===> Processing image: 23 || Timer: 0.0796 sec. || PSNR: 29.1656 dB
===> Processing image: 24 || Timer: 0.0844 sec. || PSNR: 26.1403 dB
===> Processing image: 25 || Timer: 0.0792 sec. || PSNR: 23.2292 dB
===> Processing image: 26 || Timer: 0.0867 sec. || PSNR: 30.5594 dB
===> Processing image: 27 || Timer: 0.0800 sec. || PSNR: 23.1751 dB
===> Processing image: 28 || Timer: 0.0811 sec. || PSNR: 30.9016 dB
===> Processing image: 29 || Timer: 0.0801 sec. || PSNR: 30.4290 dB
===> Processing image: 30 || Timer: 0.0906 sec. || PSNR: 22.5468 dB
===> Processing image: 31 || Timer: 0.0844 sec. || PSNR: 21.7037 dB
===> Processing image: 32 || Timer: 0.0914 sec. || PSNR: 21.7129 dB
===> Processing image: 33 || Timer: 0.0824 sec. || PSNR: 20.9367 dB
===> Processing image: 34 || Timer: 0.0891 sec. || PSNR: 20.9616 dB
===> Processing image: 35 || Timer: 0.0852 sec. || PSNR: 21.6849 dB
===> Processing image: 36 || Timer: 0.0880 sec. || PSNR: 23.0653 dB
===> Processing image: 37 || Timer: 0.0861 sec. || PSNR: 21.8435 dB
===> Processing image: 38 || Timer: 0.0931 sec. || PSNR: 24.2093 dB
===> Processing image: 39 || Timer: 0.0860 sec. || PSNR: 22.2246 dB
===> Processing image: 40 || Timer: 0.0879 sec. || PSNR: 29.3371 dB
===> Processing image: 41 || Timer: 0.0813 sec. || PSNR: 24.1927 dB
===> Processing image: 42 || Timer: 0.0877 sec. || PSNR: 22.0133 dB
===> Processing image: 43 || Timer: 0.0805 sec. || PSNR: 23.7148 dB
===> Processing image: 44 || Timer: 0.0804 sec. || PSNR: 27.5576 dB
===> Processing image: 45 || Timer: 0.0800 sec. || PSNR: 27.0326 dB
===> Processing image: 46 || Timer: 0.0799 sec. || PSNR: 30.3728 dB
===> Processing image: 47 || Timer: 0.0886 sec. || PSNR: 29.5786 dB
===> Processing image: 48 || Timer: 0.0814 sec. || PSNR: 26.7701 dB
===> Processing image: 49 || Timer: 0.0837 sec. || PSNR: 26.5980 dB
===> Processing image: 50 || Timer: 0.0868 sec. || PSNR: 28.6294 dB
===> Processing image: 51 || Timer: 0.0911 sec. || PSNR: 31.8242 dB
===> Processing image: 52 || Timer: 0.0850 sec. || PSNR: 28.1207 dB
===> Processing image: 53 || Timer: 0.0805 sec. || PSNR: 28.8336 dB
===> Processing image: 54 || Timer: 0.0804 sec. || PSNR: 27.2562 dB
===> Processing image: 55 || Timer: 0.0909 sec. || PSNR: 29.7645 dB
===> Processing image: 56 || Timer: 0.0826 sec. || PSNR: 28.4764 dB
===> Processing image: 57 || Timer: 0.0804 sec. || PSNR: 29.3832 dB
===> Processing image: 58 || Timer: 0.0802 sec. || PSNR: 29.9808 dB
===> Processing image: 59 || Timer: 0.0998 sec. || PSNR: 29.2888 dB
===> Processing image: 60 || Timer: 0.0812 sec. || PSNR: 29.2968 dB
===> Processing image: 61 || Timer: 0.0816 sec. || PSNR: 23.4699 dB
===> Processing image: 62 || Timer: 0.0802 sec. || PSNR: 31.1227 dB
===> Processing image: 63 || Timer: 0.0969 sec. || PSNR: 29.1990 dB
===> Processing image: 64 || Timer: 0.0812 sec. || PSNR: 23.8694 dB
===> Processing image: 65 || Timer: 0.0841 sec. || PSNR: 27.2906 dB
===> Processing image: 66 || Timer: 0.0813 sec. || PSNR: 28.9066 dB
===> Processing image: 67 || Timer: 0.0910 sec. || PSNR: 28.9854 dB
===> Processing image: 68 || Timer: 0.0871 sec. || PSNR: 28.8470 dB
===> Processing image: 69 || Timer: 0.0847 sec. || PSNR: 30.0744 dB
===> Processing image: 70 || Timer: 0.0867 sec. || PSNR: 27.8904 dB
===> Processing image: 71 || Timer: 0.0958 sec. || PSNR: 27.8308 dB
===> Processing image: 72 || Timer: 0.0876 sec. || PSNR: 29.5313 dB
===> Processing image: 73 || Timer: 0.0800 sec. || PSNR: 21.7173 dB
===> Processing image: 74 || Timer: 0.0804 sec. || PSNR: 21.4426 dB
===> Processing image: 75 || Timer: 0.0799 sec. || PSNR: 19.4199 dB
===> Processing image: 76 || Timer: 0.0848 sec. || PSNR: 23.8417 dB
===> Processing image: 77 || Timer: 0.0811 sec. || PSNR: 21.9980 dB
===> Processing image: 78 || Timer: 0.0792 sec. || PSNR: 24.0546 dB
===> Processing image: 79 || Timer: 0.0869 sec. || PSNR: 22.4909 dB
===> Processing image: 80 || Timer: 0.0851 sec. || PSNR: 23.5568 dB
===> Processing image: 81 || Timer: 0.0792 sec. || PSNR: 26.0061 dB
===> Processing image: 82 || Timer: 0.0787 sec. || PSNR: 27.2232 dB
===> Processing image: 83 || Timer: 0.0833 sec. || PSNR: 22.5663 dB
===> Processing image: 84 || Timer: 0.0844 sec. || PSNR: 30.0439 dB
===> Processing image: 85 || Timer: 0.0788 sec. || PSNR: 27.5907 dB
===> Processing image: 86 || Timer: 0.0789 sec. || PSNR: 33.8769 dB
===> Processing image: 87 || Timer: 0.0826 sec. || PSNR: 27.6136 dB
===> Processing image: 88 || Timer: 0.0910 sec. || PSNR: 23.1195 dB
===> Processing image: 89 || Timer: 0.0866 sec. || PSNR: 23.2244 dB
===> Processing image: 90 || Timer: 0.0800 sec. || PSNR: 23.9795 dB
===> Processing image: 91 || Timer: 0.0791 sec. || PSNR: 24.5848 dB
===> Processing image: 92 || Timer: 0.0884 sec. || PSNR: 21.2181 dB
===> Processing image: 93 || Timer: 0.0790 sec. || PSNR: 22.6463 dB
===> Processing image: 94 || Timer: 0.0784 sec. || PSNR: 23.0597 dB
===> Processing image: 95 || Timer: 0.0794 sec. || PSNR: 23.3619 dB
===> Processing image: 96 || Timer: 0.0866 sec. || PSNR: 22.3326 dB
===> Processing image: 97 || Timer: 0.0823 sec. || PSNR: 23.5515 dB
===> Processing image: 98 || Timer: 0.0788 sec. || PSNR: 21.5106 dB
===> Processing image: 99 || Timer: 0.0795 sec. || PSNR: 23.0998 dB
===> Processing image: 100 || Timer: 0.0924 sec. || PSNR: 23.4523 dB
===> Epoch 60 Complete: Avg. PSNR: 25.5667 Best Epoch 52 Best PSNR: 25.7252
===> Epoch 61 Complete: Avg. Loss: 0.0310
===> Processing image: 1 || Timer: 0.0873 sec. || PSNR: 24.5775 dB
===> Processing image: 2 || Timer: 0.0795 sec. || PSNR: 26.0326 dB
===> Processing image: 3 || Timer: 0.0838 sec. || PSNR: 31.4302 dB
===> Processing image: 4 || Timer: 0.0886 sec. || PSNR: 22.0731 dB
===> Processing image: 5 || Timer: 0.0846 sec. || PSNR: 24.1838 dB
===> Processing image: 6 || Timer: 0.0815 sec. || PSNR: 27.4805 dB
===> Processing image: 7 || Timer: 0.0832 sec. || PSNR: 25.3509 dB
===> Processing image: 8 || Timer: 0.0873 sec. || PSNR: 26.3110 dB
===> Processing image: 9 || Timer: 0.0802 sec. || PSNR: 26.4959 dB
===> Processing image: 10 || Timer: 0.0812 sec. || PSNR: 23.7291 dB
===> Processing image: 11 || Timer: 0.0845 sec. || PSNR: 22.6329 dB
===> Processing image: 12 || Timer: 0.0977 sec. || PSNR: 23.8037 dB
===> Processing image: 13 || Timer: 0.0938 sec. || PSNR: 24.6971 dB
===> Processing image: 14 || Timer: 0.0793 sec. || PSNR: 23.3849 dB
===> Processing image: 15 || Timer: 0.0788 sec. || PSNR: 19.5052 dB
===> Processing image: 16 || Timer: 0.0943 sec. || PSNR: 26.3043 dB
===> Processing image: 17 || Timer: 0.0812 sec. || PSNR: 23.6958 dB
===> Processing image: 18 || Timer: 0.0794 sec. || PSNR: 19.8711 dB
===> Processing image: 19 || Timer: 0.0818 sec. || PSNR: 22.6080 dB
===> Processing image: 20 || Timer: 0.0906 sec. || PSNR: 26.2787 dB
===> Processing image: 21 || Timer: 0.0843 sec. || PSNR: 27.2867 dB
===> Processing image: 22 || Timer: 0.0845 sec. || PSNR: 28.6751 dB
===> Processing image: 23 || Timer: 0.0795 sec. || PSNR: 29.2292 dB
===> Processing image: 24 || Timer: 0.0841 sec. || PSNR: 26.2960 dB
===> Processing image: 25 || Timer: 0.0832 sec. || PSNR: 23.3056 dB
===> Processing image: 26 || Timer: 0.0793 sec. || PSNR: 31.0931 dB
===> Processing image: 27 || Timer: 0.0803 sec. || PSNR: 23.2033 dB
===> Processing image: 28 || Timer: 0.0846 sec. || PSNR: 31.1383 dB
===> Processing image: 29 || Timer: 0.0858 sec. || PSNR: 30.6847 dB
===> Processing image: 30 || Timer: 0.0869 sec. || PSNR: 22.6533 dB
===> Processing image: 31 || Timer: 0.0858 sec. || PSNR: 21.7459 dB
===> Processing image: 32 || Timer: 0.0839 sec. || PSNR: 21.7019 dB
===> Processing image: 33 || Timer: 0.0840 sec. || PSNR: 21.0201 dB
===> Processing image: 34 || Timer: 0.0784 sec. || PSNR: 20.9772 dB
===> Processing image: 35 || Timer: 0.0792 sec. || PSNR: 21.7252 dB
===> Processing image: 36 || Timer: 0.0783 sec. || PSNR: 23.0900 dB
===> Processing image: 37 || Timer: 0.0872 sec. || PSNR: 21.8631 dB
===> Processing image: 38 || Timer: 0.0788 sec. || PSNR: 24.2343 dB
===> Processing image: 39 || Timer: 0.0792 sec. || PSNR: 22.2985 dB
===> Processing image: 40 || Timer: 0.0790 sec. || PSNR: 29.5314 dB
===> Processing image: 41 || Timer: 0.0869 sec. || PSNR: 24.4142 dB
===> Processing image: 42 || Timer: 0.0796 sec. || PSNR: 22.0425 dB
===> Processing image: 43 || Timer: 0.0786 sec. || PSNR: 23.7659 dB
===> Processing image: 44 || Timer: 0.0783 sec. || PSNR: 27.6895 dB
===> Processing image: 45 || Timer: 0.0837 sec. || PSNR: 27.1374 dB
===> Processing image: 46 || Timer: 0.0824 sec. || PSNR: 30.5918 dB
===> Processing image: 47 || Timer: 0.0794 sec. || PSNR: 29.8198 dB
===> Processing image: 48 || Timer: 0.0792 sec. || PSNR: 26.9424 dB
===> Processing image: 49 || Timer: 0.0825 sec. || PSNR: 26.7287 dB
===> Processing image: 50 || Timer: 0.0861 sec. || PSNR: 28.8108 dB
===> Processing image: 51 || Timer: 0.0798 sec. || PSNR: 32.1371 dB
===> Processing image: 52 || Timer: 0.0866 sec. || PSNR: 28.2742 dB
===> Processing image: 53 || Timer: 0.0822 sec. || PSNR: 29.0482 dB
===> Processing image: 54 || Timer: 0.0796 sec. || PSNR: 27.3788 dB
===> Processing image: 55 || Timer: 0.0805 sec. || PSNR: 29.9715 dB
===> Processing image: 56 || Timer: 0.0791 sec. || PSNR: 28.7689 dB
===> Processing image: 57 || Timer: 0.0781 sec. || PSNR: 29.5510 dB
===> Processing image: 58 || Timer: 0.0828 sec. || PSNR: 30.2422 dB
===> Processing image: 59 || Timer: 0.0809 sec. || PSNR: 29.4976 dB
===> Processing image: 60 || Timer: 0.0806 sec. || PSNR: 29.5315 dB
===> Processing image: 61 || Timer: 0.0821 sec. || PSNR: 23.5120 dB
===> Processing image: 62 || Timer: 0.0877 sec. || PSNR: 31.3591 dB
===> Processing image: 63 || Timer: 0.0846 sec. || PSNR: 29.4009 dB
===> Processing image: 64 || Timer: 0.0837 sec. || PSNR: 23.9191 dB
===> Processing image: 65 || Timer: 0.0817 sec. || PSNR: 27.3705 dB
===> Processing image: 66 || Timer: 0.0854 sec. || PSNR: 29.1660 dB
===> Processing image: 67 || Timer: 0.0865 sec. || PSNR: 29.1952 dB
===> Processing image: 68 || Timer: 0.0878 sec. || PSNR: 29.0810 dB
===> Processing image: 69 || Timer: 0.0797 sec. || PSNR: 30.3896 dB
===> Processing image: 70 || Timer: 0.0850 sec. || PSNR: 28.0252 dB
===> Processing image: 71 || Timer: 0.0826 sec. || PSNR: 28.1150 dB
===> Processing image: 72 || Timer: 0.0795 sec. || PSNR: 29.8498 dB
===> Processing image: 73 || Timer: 0.0837 sec. || PSNR: 21.7362 dB
===> Processing image: 74 || Timer: 0.0814 sec. || PSNR: 21.4905 dB
===> Processing image: 75 || Timer: 0.0848 sec. || PSNR: 19.4600 dB
===> Processing image: 76 || Timer: 0.0794 sec. || PSNR: 23.9228 dB
===> Processing image: 77 || Timer: 0.0811 sec. || PSNR: 22.0390 dB
===> Processing image: 78 || Timer: 0.0817 sec. || PSNR: 24.0867 dB
===> Processing image: 79 || Timer: 0.0837 sec. || PSNR: 22.5592 dB
===> Processing image: 80 || Timer: 0.0794 sec. || PSNR: 23.5889 dB
===> Processing image: 81 || Timer: 0.0798 sec. || PSNR: 26.0659 dB
